Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;denominazione_pe;insegna;superficie_somministrazione;CAP;ID_NIL;NIL;MUNICIPIO;LONG_WGS84;LAT_WGS84;Location
C-PE/3554;Piazzale CADORNA LUIGI N. 10|ple cadorna luigi 010| isolato:164| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Piazzale CADORNA LUIGI;10;601.0;;pattini E marinoni;133.0;20123.0;7.0;MAGENTA - S. VITTORE;1.0;9.1762264676;45.4685852862;45.4685852862, 9.1762264676
C-PE/3555;PIAZZALE CADORNA LUIGI N. 11|ple cadorna luigi 011| isolato:236| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;PIAZZALE CADORNA LUIGI;11;601.0;;bar tabacchi cadorna;53.0;20123.0;7.0;MAGENTA - S. VITTORE;1.0;9.17614691647;45.4677473039;45.4677473039, 9.17614691647
C-PE/3560;Piazza CASTELLO N. 2|pza castello 002| isolato:240| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Piazza CASTELLO;2;704.0;;bar castello gelateria;156.0;20121.0;2.0;BRERA;1.0;9.18190803108;45.469176756;45.469176756, 9.18190803108
C-PE/3563;Foro BUONAPARTE N. 57|for buonaparte 057| isolato:238| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Foro BUONAPARTE;57;711.0;;caffe millennium;76.0;20121.0;1.0;DUOMO;1.0;9.17883537836;45.4678682502;45.4678682502, 9.17883537836
C-PE/3565;Foro BUONAPARTE N. 63|for buonaparte 063| isolato:239| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Foro BUONAPARTE;63;711.0;;bar teatro;21.0;20121.0;1.0;DUOMO;1.0;9.18019797489;45.4677575788;45.4677575788, 9.18019797489
C-PE/3566;Foro BUONAPARTE N. 67|for buonaparte 067| isolato:239| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Foro BUONAPARTE;67;711.0;;gran caffe al foro;98.0;20121.0;1.0;DUOMO;1.0;9.18088153251;45.4678609221;45.4678609221, 9.18088153251
C-PE/3568;Foro BUONAPARTE N. 76|for buonaparte 076| isolato:240| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Foro BUONAPARTE;76;711.0;c - Tavole calde,self service, fast food e simili|e - Bar gastronomici e simili;cafe olimpia;50.0;20121.0;2.0;BRERA;1.0;9.18254975725;45.4687378786;45.4687378786, 9.18254975725
PE/27529;VIALE SARCA N. 73 (z.d. 9);SOMMINISTRAZIONE - In piano;VIALE SARCA;73;1427.0;a - Ristorante, trattoria, osteria con cucina e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;;42.0;20125.0;13.0;GRECO;9.0;9.20378564888;45.5071714356;45.5071714356, 9.20378564888
C-PE/4410;Via CONCHETTA N. 2 con ingr. da c.so san gottardo| isolato:125| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via CONCHETTA;2;5239.0;;auditorium cafe;80.0;20136.0;6.0;TICINESE;5.0;9.17925740321;45.4468655831;45.4468655831, 9.17925740321
C-PE/4412;Viale LIGURIA N. 48| isolato:157| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Viale LIGURIA;48;5264.0;;;30.0;20143.0;44.0;NAVIGLI;6.0;9.17496411596;45.4435210828;45.4435210828, 9.17496411596
C-PE/4413;Viale LIGURIA N. 50| isolato:157| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Viale LIGURIA;50;5264.0;;papeete cafe;70.0;20143.0;44.0;NAVIGLI;6.0;9.17518168236;45.4434998107;45.4434998107, 9.17518168236
C-PE/4414;Via LECCHI ANTONIO N. 19| isolato:083| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via LECCHI ANTONIO;19;5263.0;;bar caffetteria;46.0;20143.0;44.0;NAVIGLI;6.0;9.17403907236;45.4440258904;45.4440258904, 9.17403907236
C-PE/4415;Via LECCHI ANTONIO N. 20| isolato:082| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via LECCHI ANTONIO;20;5263.0;f - Bar caffè e simili;penny lane bar caffe;56.0;20143.0;44.0;NAVIGLI;6.0;9.1737904443;45.4439973597;45.4439973597, 9.1737904443
C-PE/4416;Via MEDA GIUSEPPE N. 11| isolato:130| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via MEDA GIUSEPPE;11;5242.0;;la preferita rist.pizzeri;112.0;20136.0;6.0;TICINESE;5.0;9.1794009864;45.4453420305;45.4453420305, 9.1794009864
C-PE/4417;Via MEDA GIUSEPPE N. 25| isolato:159| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via MEDA GIUSEPPE;25;5242.0;;bar tabacchi;52.0;20141.0;6.0;TICINESE;5.0;9.1790712568;45.4428958287;45.4428958287, 9.1790712568
C-PE/4418;Via MEDA GIUSEPPE N. 5| isolato:130| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via MEDA GIUSEPPE;5;5242.0;;bar massimo;129.0;20136.0;6.0;TICINESE;5.0;9.17952578193;45.4461878368;45.4461878368, 9.17952578193
C-PE/4419;Via MEDA GIUSEPPE N. 18| isolato:160| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via MEDA GIUSEPPE;18;5242.0;;bar amadeus;69.0;20136.0;6.0;TICINESE;5.0;9.17898170048;45.4441671401;45.4441671401, 9.17898170048
C-PE/4422;VIA PAVIA N. 3| isolato:125| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;VIA PAVIA;3;658.0;a - Ristorante, trattoria, osteria con cucina e simili|c - Tavole calde,self service, fast food e simili|f - Bar caffè e simili;;137.0;20123.0;1.0;DUOMO;1.0;9.17754762318;45.4650073038;45.4650073038, 9.17754762318
C-PE/4423;Via SFORZA ASCANIO N. 63| isolato:126| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via SFORZA ASCANIO;63;5201.0;;;107.0;20136.0;6.0;TICINESE;5.0;9.17670606744;45.4452601148;45.4452601148, 9.17670606744
PE/25873;VIA BREMBO N. 7 (z.d. 5);SOMMINISTRAZIONE - In piano;VIA BREMBO;7;4219.0;a - Ristorante, trattoria, osteria con cucina e simili|h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili;;150.0;20139.0;36.0;SCALO ROMANA;5.0;9.2104748623;45.4446327315;45.4446327315, 9.2104748623
C-PE/4353;VIA SOLARI ANDREA N. 4| isolato:019| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;VIA SOLARI ANDREA;4;5111.0;e - Bar gastronomici e simili;;58.0;20144.0;50.0;TORTONA;6.0;9.16556640956;45.4563386827;45.4563386827, 9.16556640956
C-PE/4426;Via TABACCHI ODOARDO N. 2| isolato:128| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via TABACCHI ODOARDO;2;5223.0;;;35.0;20136.0;6.0;TICINESE;5.0;9.17976525724;45.4472090366;45.4472090366, 9.17976525724
C-PE/4429;Viale TIBALDI N. 10| isolato:158| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Viale TIBALDI;10;5234.0;a - Ristorante, trattoria, osteria con cucina e simili;ristor. el sapoor latino;58.0;20141.0;6.0;TICINESE;5.0;9.17731944002;45.4434055907;45.4434055907, 9.17731944002
C-PE/4430;Viale TIBALDI N. 1| isolato:160| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Viale TIBALDI;1;5234.0;;;101.0;20136.0;6.0;TICINESE;5.0;9.17675563291;45.4438312405;45.4438312405, 9.17675563291
C-PE/4436;Viale TIBALDI N. 5| isolato:160| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Viale TIBALDI;5;5234.0;;hasta luego cafe;30.0;20136.0;6.0;TICINESE;5.0;9.17757518400122;45.4437942077883;45.4437942077883, 9.17757518400122
C-PE/4439;Via TORRICELLI EVANGELISTA N. 19| isolato:160| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via TORRICELLI EVANGELISTA;19;5240.0;;;54.0;20136.0;6.0;TICINESE;5.0;9.17675074395;45.4443118163;45.4443118163, 9.17675074395
C-PE/4440;Via TORRICELLI EVANGELISTA N. 5| isolato:127| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via TORRICELLI EVANGELISTA;5;5240.0;;frizzi E lazzi bar giard.;118.0;20136.0;6.0;TICINESE;5.0;9.17845402566;45.4457185705;45.4457185705, 9.17845402566
C-PE/4441;Via TORRICELLI EVANGELISTA N. 21| isolato:160| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via TORRICELLI EVANGELISTA;21;5240.0;;;78.0;20136.0;6.0;TICINESE;5.0;9.17659196381;45.4440982603;45.4440982603, 9.17659196381
C-PE/4443;Via TORRICELLI EVANGELISTA N. 3 (z.d. 5);SOMMINISTRAZIONE - In piano;Via TORRICELLI EVANGELISTA;3;5240.0;a - Ristorante, trattoria, osteria con cucina e simili;;135.0;20136.0;6.0;TICINESE;5.0;9.17877944913;45.4459760843;45.4459760843, 9.17877944913
C-PE/2623;Corso GENOVA N. 3| isolato:219| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso GENOVA;3;5164.0;;;138.0;20123.0;6.0;TICINESE;1.0;9.17718396653;45.4581933475;45.4581933475, 9.17718396653
C-PE/2624;Corso GENOVA N. 7| isolato:217| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso GENOVA;7;5164.0;;;26.0;20123.0;6.0;TICINESE;1.0;9.17654951465;45.4577615197;45.4577615197, 9.17654951465
C-PE/2625;Corso GENOVA N. 11| isolato:217| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso GENOVA;11;5164.0;;;38.0;20123.0;6.0;TICINESE;1.0;9.17622774275;45.4575607478;45.4575607478, 9.17622774275
C-PE/2626;Corso GENOVA N. 15| isolato:217| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso GENOVA;15;5164.0;;la stuzzicheria;37.0;20123.0;6.0;TICINESE;1.0;9.17577109142;45.4572301882;45.4572301882, 9.17577109142
C-PE/2627;Corso GENOVA N. 17| isolato:132| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso GENOVA;17;5164.0;;;36.0;20123.0;6.0;TICINESE;1.0;9.17543998519;45.4570039722;45.4570039722, 9.17543998519
C-PE/2633;Corso GENOVA N. 27| isolato:057| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso GENOVA;27;5164.0;;caffe del corso;27.0;20123.0;6.0;TICINESE;1.0;9.17436089806;45.456250066;45.456250066, 9.17436089806
C-PE/2634;Via MANGONE FABIO N. 1| isolato:059| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MANGONE FABIO;1;5102.0;;ristorante a piedigrotta;91.0;20123.0;7.0;MAGENTA - S. VITTORE;1.0;9.17292108617605;45.4572565382378;45.4572565382378, 9.17292108617605
C-PE/2636;Via MARCO D'OGGIONO N. 5| isolato:129| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MARCO D'OGGIONO;5;5166.0;;ponky bar;70.0;20123.0;6.0;TICINESE;1.0;9.17651361276;45.4566251812;45.4566251812, 9.17651361276
C-PE/2637;Viale PAPINIANO N. 59| isolato:059| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Viale PAPINIANO;59;5097.0;f - Bar caffè e simili;;247.0;20123.0;7.0;MAGENTA - S. VITTORE;1.0;9.17273239389;45.4566052723;45.4566052723, 9.17273239389
C-PE/2638;VIALE PAPINIANO N. 47| isolato:061| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;VIALE PAPINIANO;47;5097.0;;;71.0;20123.0;7.0;MAGENTA - S. VITTORE;1.0;9.17091581163;45.4576677877;45.4576677877, 9.17091581163
C-PE/2639;Viale PAPINIANO N. 43| isolato:061| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Viale PAPINIANO;43;5097.0;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili;la frittata;117.0;20123.0;7.0;MAGENTA - S. VITTORE;1.0;9.17045885338962;45.4579221585164;45.4579221585164, 9.17045885338962
C-PE/2640;VIALE PAPINIANO N. 57| isolato:059| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;VIALE PAPINIANO;57;5097.0;f - Bar caffè e simili;;41.0;20123.0;7.0;MAGENTA - S. VITTORE;1.0;9.17244191492203;45.4567640404745;45.4567640404745, 9.17244191492203
C-PE/2641;Via RONZONI GAETANO N. 2| isolato:055| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via RONZONI GAETANO;2;5177.0;;alexander j cabaret;75.0;20123.0;6.0;TICINESE;1.0;9.17629751162;45.4547529058;45.4547529058, 9.17629751162
C-PE/2648;Via BASILIO (SAN) N. 7| isolato:164| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via BASILIO (SAN);7;1435.0;;trattoria s.basilio;120.0;20125.0;13.0;GRECO;9.0;9.20827805834;45.508656677;45.508656677, 9.20827805834
C-PE/2649;Via COMUNE ANTICO N. 27| isolato:172| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via COMUNE ANTICO;27;1420.0;;bar trattoria;128.0;20125.0;13.0;GRECO;2.0;9.20878297983;45.5045845648;45.5045845648, 9.20878297983
C-PE/2653;Via FORTIGUERRA NICOLO' N. 12| isolato:158| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via FORTIGUERRA NICOLO';12;1439.0;;;87.0;20126.0;15.0;BICOCCA;9.0;9.20830619088;45.5141183919;45.5141183919, 9.20830619088
C-PE/2655;VIA NOTA ALBERTO N. 47| isolato:047| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;VIA NOTA ALBERTO;47;1624.0;a - Ristorante, trattoria, osteria con cucina e simili;trattoria arlati;177.0;20126.0;15.0;BICOCCA;9.0;9.20864306345;45.5179903927;45.5179903927, 9.20864306345
C-PE/2656;Via NOTA ALBERTO N. 47| isolato:047| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via NOTA ALBERTO;47;1624.0;;pizzeria s.glicerio;63.0;20126.0;15.0;BICOCCA;9.0;9.20864306345;45.5179903927;45.5179903927, 9.20864306345
PE/26040;Alzaia NAVIGLIO PAVESE N. 260 (z.d. 5);SOMMINISTRAZIONE - In piano;Alzaia NAVIGLIO PAVESE;260;5161.0;f - Bar caffè e simili;;59.0;20142.0;42.0;STADERA;5.0;9.16879327034;45.425502703;45.425502703, 9.16879327034
C-PE/3127;PIAZZA ERCULEA N. 9 (z.d. 1);SOMMINISTRAZIONE - In piano;PIAZZA ERCULEA;9;409.0;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili;calabrone;170.0;20122.0;1.0;DUOMO;1.0;9.1899757108;45.4586496883;45.4586496883, 9.1899757108
C-PE/3132;CORSO ITALIA N. 11|cso italia 011| isolato:355| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;CORSO ITALIA;11;526.0;;caffe s.biagio;79.0;20122.0;1.0;DUOMO;1.0;9.18798744718;45.4587427368;45.4587427368, 9.18798744718
C-PE/3413;Piazza CINQUE GIORNATE N. 6| isolato:054| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Piazza CINQUE GIORNATE;6;3053.0;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili;ristorante i matteoni;110.0;20135.0;4.0;GUASTALLA;1.0;9.2071819722;45.4617106546;45.4617106546, 9.2071819722
C-PE/3414;Piazza CINQUE GIORNATE N. 6| isolato:042| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Piazza CINQUE GIORNATE;6;3053.0;;;28.0;20135.0;4.0;GUASTALLA;1.0;9.2071819722;45.4617106546;45.4617106546, 9.2071819722
C-PE/3425;Piazza MARIA DEL SUFFRAGIO (SANTA) N. 4| isolato:046| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Piazza MARIA DEL SUFFRAGIO (SANTA);4;3078.0;;;61.0;20135.0;26.0;XXII MARZO;4.0;9.21169145467;45.4617247346;45.4617247346, 9.21169145467
C-PE/3427;Viale MONTE NERO N. 63| isolato:054| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Viale MONTE NERO;63;3062.0;a - Ristorante, trattoria, osteria con cucina e simili;;82.0;20135.0;4.0;GUASTALLA;1.0;9.20715587116;45.460024079;45.460024079, 9.20715587116
C-PE/3429;Viale MONTE NERO N. 71| isolato:054| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Viale MONTE NERO;71;3062.0;;caffetteria al 71;51.0;20135.0;4.0;GUASTALLA;1.0;9.20749441063;45.4606312363;45.4606312363, 9.20749441063
C-PE/3430;Viale MONTE NERO N. 76| isolato:043| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Viale MONTE NERO;76;3062.0;;sabdi sandi;55.0;20135.0;26.0;XXII MARZO;4.0;9.20793261405;45.4610758737;45.4610758737, 9.20793261405
C-PE/3432;Via MOROSINI EMILIO N. 12| isolato:050| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via MOROSINI EMILIO;12;3073.0;a - Ristorante, trattoria, osteria con cucina e simili;kisho;128.0;20135.0;26.0;XXII MARZO;4.0;9.21116287893;45.4606628695;45.4606628695, 9.21116287893
C-PE/3434;Via PERUGINO N. 18| isolato:072| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via PERUGINO;18;3198.0;;;60.0;20135.0;26.0;XXII MARZO;4.0;9.21500991277;45.4575732947;45.4575732947, 9.21500991277
C-PE/3435;VIA SCIESA AMATORE N. 1| isolato:044| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;VIA SCIESA AMATORE;1;3072.0;a - Ristorante, trattoria, osteria con cucina e simili;victoria cafe;83.0;20135.0;26.0;XXII MARZO;4.0;9.20964420839;45.4618102556;45.4618102556, 9.20964420839
C-PE/3439;Via SCIESA AMATORE N. 18| isolato:055| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via SCIESA AMATORE;18;3072.0;;timeout 1;81.0;20135.0;26.0;XXII MARZO;4.0;9.20916126116;45.4602728848;45.4602728848, 9.20916126116
C-PE/3440;Via SPARTACO N. 11| isolato:056| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via SPARTACO;11;3186.0;a - Ristorante, trattoria, osteria con cucina e simili;trattoria rondine;69.0;20135.0;26.0;XXII MARZO;4.0;9.2093356922;45.4590873691;45.4590873691, 9.2093356922
C-PE/3441;Via SPARTACO N. 37| isolato:058| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via SPARTACO;37;3186.0;;;148.0;20135.0;26.0;XXII MARZO;4.0;9.21252126442;45.4579557091;45.4579557091, 9.21252126442
C-PE/3443;Corso VENTIDUE MARZO N. 28| isolato:049| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Corso VENTIDUE MARZO;28;3074.0;f - Bar caffè e simili;bar tabacchi;63.0;20135.0;26.0;XXII MARZO;4.0;9.21408824268515;45.4620905877114;45.4620905877114, 9.21408824268515
C-PE/3569;Via LEOPARDI GIACOMO N. 25| isolato:233| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via LEOPARDI GIACOMO;25;6156.0;;ristorante l infinito;144.0;20123.0;7.0;MAGENTA - S. VITTORE;1.0;9.17277722138;45.4693252917;45.4693252917, 9.17277722138
C-PE/3570;CORSO MAGENTA N. 14|cso magenta 014| isolato:291| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;CORSO MAGENTA;14;604.0;;;112.0;20123.0;1.0;DUOMO;1.0;9.17932613208;45.4658079359;45.4658079359, 9.17932613208
C-PE/3573;Via MONTI VINCENZO N. 28| isolato:233| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MONTI VINCENZO;28;6155.0;;pizzeria biagio;50.0;20123.0;7.0;MAGENTA - S. VITTORE;1.0;9.17245771924;45.4685998613;45.4685998613, 9.17245771924
C-PE/3574;Via MONTI VINCENZO N. 34| isolato:234| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MONTI VINCENZO;34;6155.0;;;176.0;20123.0;7.0;MAGENTA - S. VITTORE;1.0;9.17122896608;45.4695294062;45.4695294062, 9.17122896608
C-PE/3579;Via PUCCINI GIACOMO N. 2|via puccini giacomo 002| isolato:292| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via PUCCINI GIACOMO;2;607.0;;;136.0;20121.0;1.0;DUOMO;1.0;9.18125229714;45.4670619281;45.4670619281, 9.18125229714
C-PE/3806;Via LOMBROSO CESARE N. 20| isolato:088| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via LOMBROSO CESARE;20;3334.0;;;80.0;20137.0;29.0;ORTOMERCATO;4.0;9.22596523163;45.4560480449;45.4560480449, 9.22596523163
C-PE/3808;Via MASPERO PAOLO N. 45| isolato:108| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via MASPERO PAOLO;45;3336.0;;la tavernetta;75.0;20137.0;29.0;ORTOMERCATO;4.0;9.22700888678;45.4521805394;45.4521805394, 9.22700888678
C-PE/3809;Viale MOLISE N. 32| isolato:106| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Viale MOLISE;32;3178.0;;gelateria pixi;101.0;20137.0;29.0;ORTOMERCATO;4.0;9.22438833533;45.4517360816;45.4517360816, 9.22438833533
C-PE/3810;Viale MOLISE N. 54| isolato:089| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Viale MOLISE;54;3178.0;;bar cristal;118.0;20137.0;29.0;ORTOMERCATO;4.0;9.22436003768;45.4542383748;45.4542383748, 9.22436003768
C-PE/3812;Via MONTE CIMONE N. 1| isolato:131| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via MONTE CIMONE;1;3333.0;e - Bar gastronomici e simili;;46.0;20137.0;29.0;ORTOMERCATO;4.0;9.2250476683;45.4507423205;45.4507423205, 9.2250476683
C-PE/3814;Via MONTE VELINO N. 24| isolato:109| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via MONTE VELINO;24;3338.0;;alba cafe;70.0;20137.0;29.0;ORTOMERCATO;4.0;9.22862746917;45.4528941371;45.4528941371, 9.22862746917
C-PE/3817;Via TURCHINO (DEL) N. 8| isolato:131| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via TURCHINO (DEL);8;3337.0;;trattoria toscana;64.0;20137.0;29.0;ORTOMERCATO;4.0;9.22555534358;45.4512624409;45.4512624409, 9.22555534358
C-PE/3818;Via TURCHINO (DEL) N. 13| isolato:108| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via TURCHINO (DEL);13;3337.0;;;45.0;20137.0;29.0;ORTOMERCATO;4.0;9.22721655786;45.4519219366;45.4519219366, 9.22721655786
C-PE/3819;Via TURCHINO (DEL) N. 15| isolato:108| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via TURCHINO (DEL);15;3337.0;;;23.0;20137.0;29.0;ORTOMERCATO;4.0;9.22746075462;45.4519869677;45.4519869677, 9.22746075462
C-PE/3820;Via TURCHINO (DEL) N. 21| isolato:108| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via TURCHINO (DEL);21;3337.0;;il tabaccaio via del turc;85.0;20137.0;29.0;ORTOMERCATO;4.0;9.22812461512;45.452161929;45.452161929, 9.22812461512
C-PE/3821;Via TURCHINO (DEL) N. 27| isolato:109| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via TURCHINO (DEL);27;3337.0;;;58.0;20137.0;29.0;ORTOMERCATO;4.0;9.22889095469;45.4523498301;45.4523498301, 9.22889095469
C-PE/3822;Via VARSAVIA N. 4| isolato:109| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via VARSAVIA;4;3368.0;;;172.0;20137.0;29.0;ORTOMERCATO;4.0;9.22896410622;45.4525907053;45.4525907053, 9.22896410622
C-PE/3823;VIA MECENATE N. 38| isolato:073| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;VIA MECENATE;38;3323.0;;;44.0;20138.0;30.0;MECENATE;4.0;9.2455969699;45.4544148195;45.4544148195, 9.2455969699
C-PE/3824;Via MECENATE N. 99| isolato:096| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via MECENATE;99;3323.0;;;69.0;20138.0;30.0;MECENATE;4.0;9.25134801866;45.4507592444;45.4507592444, 9.25134801866
C-PE/3825;Via MECENATE N. 34| isolato:073| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via MECENATE;34;3323.0;;;84.0;20138.0;30.0;MECENATE;4.0;9.24522419531;45.4547214941;45.4547214941, 9.24522419531
C-PE/4444;Via TORRICELLI EVANGELISTA N. 15| isolato:127| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via TORRICELLI EVANGELISTA;15;5240.0;;l angelo nero;125.0;20136.0;6.0;TICINESE;5.0;9.17761775326;45.4450546566;45.4450546566, 9.17761775326
C-PE/4451;Via FILZI FABIO N. 33| isolato:245| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via FILZI FABIO;33;1190.0;c - Tavole calde,self service, fast food e simili|f - Bar caffè e simili;bar new york;117.0;20124.0;10.0;CENTRALE;2.0;9.20132671487;45.4863416389;45.4863416389, 9.20132671487
C-PE/4457;VIA PONTE SEVESO N. 22| isolato:202| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;VIA PONTE SEVESO;22;1203.0;;;28.0;20125.0;10.0;CENTRALE;2.0;9.20429892352;45.4888506728;45.4888506728, 9.20429892352
C-PE/4458;Via PONTE SEVESO N. 23| isolato:201| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PONTE SEVESO;23;1203.0;;;36.0;20125.0;10.0;CENTRALE;2.0;9.20427374323;45.4891712741;45.4891712741, 9.20427374323
C-PE/4459;Piazza QUATTRO NOVEMBRE N. 1| isolato:245| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Piazza QUATTRO NOVEMBRE;1;1199.0;;martin s bar;110.0;20124.0;10.0;CENTRALE;2.0;9.20158300967;45.4866574741;45.4866574741, 9.20158300967
